"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""БОЛГРАД СОЛАР""","PRIVATE JOINT STOCK COMPANY ""BOLGRAD SOLAR""",,,,"PRIVATE JOINT STOCK COMPANY ""BOLGRAD SOLAR""",,
"ПрАТ ""Болград солар""","PJSC ""Bolgrad solar""",,,,"PJSC ""Bolgrad solar""",,
Koltreso Commercial Ltd,Koltreso Commercial Ltd,,,,Koltreso Commercial Ltd,,
"Сонячна електростанція ""Болград""","Solar power plant ""Bolgrad""",,,,"Solar power plant ""Bolgrad""",,
"СЕС ""Болград""","SES ""Bolgrad""",,,,"SPP ""Bolgrad""",,
Krasolena Investment Ltd,Krasolena Investment Ltd,,,,Krasolena Investment Ltd,,
Kvalisto Holdings Ltd,Kvalisto Holdings Ltd,,,,Kvalisto Holdings Ltd,,
MIlideno Holdings Ltd.,MIlideno Holdings Ltd.,,,,MIlideno Holdings Ltd.,,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КРИМБУДМОНТАЖ""","SOCIETY WITH LIMITED LIABILITY ""CAMBODIANA""",,,,"LIMITED LIABILITY COMPANY ""KRYMBUDMONTACH""",,
Політична партія «Велика Україна»,"Political party ""Great Ukraine""",,,,"Political Party ""Great Ukraine""","Political Varty ""Velyka Ukraina""",
"Державне підприємство ""Національна атомна енергогенеруюча компанія ""Енергоатом""","State enterprise ""national nuclear energy generating company ""Energoatom""",,,,State Enterprise “National Nuclear Energy Generating Company “Energoatom”,,
Аграрна партія України,Agrarian party of Ukraine,,,,Agrarian party of Ukraine,,
Політична партія «Політичне об’єднання «Пряма дія»,"Political party ""Political Union ""Direct action""",,,,"Political party ""Political Union ""Direct action""","Political party ""Political Union ""Pryama Diya""",
Українська партія,The Ukrainian party,,,,Ukrainian party,,
"Політична партія «Фронт Змін» (в стадії припинення, на підставі рішення чергового З’їзду Політичної Партії «ФРОНТ ЗМІН» від 14.06.2013)","Political party ""Front of Changes"" (under the termination on the basis of the decision of the next Congress of the Political Party ""FRONT of CHANGES"" from 14.06.2013)",,,,"Political party ""Front of Changes""","Political party ""Front Zmin""",
Політична партія «Права воля України»,"Political party ""Law is the will of Ukraine""",,,,"Political party ""Right  will of Ukraine""","Political party ""Prava Volia Ukrainy""",
Політична партія «Союз Лівих Сил»,"Political party ""Union of Left Forces""",,,,"Political party ""Union of Left Forces""",,
Політична партія «Європейська партія України»,"Political party ""the European party of Ukraine""",,,,"Political party ""European party of Ukraine""",,
Політична партія «Ліберально-гуманістична партія «Товариш»,"Political party ""liberal-humanist party ""Comrade""",,,,"Political party ""Liberal Humanist Party ""Comrade""",,
Політична Партія «КОЗАЦЬКА СЛАВА»,"Political Party ""COSSACK GLORY""",,,,"Political Party ""COSSACK GLORY""",,
Українська республіканська партія,Ukrainian Republican party,,,,Ukrainian Republican Party,,
Політична партія «АВТО-МАЙДАН»,"Political party ""AUTO-MAIDAN""",,,,"Political party ""AUTO-MAIDAN""",,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ІЗМАЇЛЬСЬКИЙ МОРСЬКИЙ ТОРГОВЕЛЬНИЙ ПОРТ""","State ENTERPRISE ""IZMAIL COMMERCIAL SEA PORT""",,,,"State ENTERPRISE ""IZMAIL COMMERCIAL SEA PORT""",,
"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ПРИОЗЕРНЕ 2""","PRIVATE JOINT STOCK COMPANY ""LAKESIDE 2""",,,,"PRIVATE JOINT STOCK COMPANY ""PRYOZERNE 2""",,
"ПРАТ ""ПРИОЗЕРНЕ 2""","PJSC ""LAKE 2""",,,,"PJSC ""PRYOZERNE 2""",,
Euro East Beteiligungs GmbH,Euro East Beteiligungs GmbH,,,,Euro East Beteiligungs GmbH,,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРИОЗЕРНЕ 1""","SOCIETY WITH LIMITED LIABILITY ""LAKE 1""",,,,"LIMITED LIABILITY COMPANY ""PRYOZERNE 1""",,
"ТОВ ""ПРИОЗЕРНЕ 1""","LLC ""LAKE 1""",,,,"LLC ""PRYOZERNE 1""",,
Gunaldi Commercial Ltd,Gunaldi Commercial Ltd,,,,Gunaldi Commercial Ltd,,
Межигір'я,Volovo,,,,Mezhyhirya,,
"БЛАГОДІЙНИЙ ФОНД ""ВІДРОДЖЕННЯ УКРАЇНИ""","CHARITY FUND ""REVIVAL of UKRAINE""",,,,"CHARITY FUND ""REVIVAL of UKRAINE""",,
"БФ ""ВІДРОДЖЕННЯ УКРАЇНИ""","CHARITY FUND ""REVIVAL of UKRAINE""",,,,"CF ""REVIVAL of UKRAINE""",,
Черкаська обласна державна адміністрація,Cherkasy regional State administration,,,,Cherkasy Regional State Administration,,
Черкаська ОДА,Cherkasy regional State administration,,,,Cherkasy RSA,,
Euro Invest Bank AG,Euro Invest Bank AG,,,,Euro Invest Bank AG,,
Aero Holdings Limited,Aero Holdings Limited,,,,Aero Holdings Limited,,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДРУКАРНЯ ""НОВИЙ СВІТ""","SOCIETY WITH LIMITED LIABILITY ""PRINTING ""NEW WORLD""",,,,"LIMITED LIABILITY COMPANY ""PRINTING HOUSE ""NEW WORLD""","LIMITED LIABILITY COMPANY ""PRINTING ""NOVYI SVIT""",
"ТОВ ""ДРУКАРНЯ ""НОВИЙ СВІТ""","LTD. ""PRINTING ""NEW WORLD""",,,,Blythe Europe Ltd,"LLC ""PRINTING HOUSE ""NOVYI SVIT""",
Blythe Europe Ltd,Blythe Europe Ltd,,,,Blythe Europe Ltd,,
Astute Partners Ltd,Astute Partners Ltd,,,,Astute Partners Ltd,,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АРКТУР-КРИМ""","THE LIMITED LIABILITY COMPANY ""ARKTUR-CRIMEA""",,,,"LIMITED LIABILITY COMPANY ""ARCTUR-CRIMEA""","LIMITED LIABILITY COMPANY ""ARKTUR-KRYM""",
"ТОВ ""АРКТУР-КРИМ""","LLC ""ARCTURUS-CRIMEA""",,,,"LLC ""ARCTUR-CRIMEA""","LLC ""ARCTUR-KRYM""",
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДОМ ЛЕСНИКА""","SOCIETY WITH LIMITED LIABILITY ""HOUSE of THE FORESTER""",,,,"LIMITED LIABILITY COMPANY ""DIM  LISNYKA""","LIMITED LIABILITY ""HOUSE of THE FORESTER""",
"ТОВ""ДОМ ЛЕСНИКА""","LLC""FORESTER'S HOUSE""",,,,"LLC ""DIM  LISNYKA""","""HOUSE of THE FORESTER""",
Державна служба автомобільних доріг України,State road Service of Ukraine,,,,State Road Service of Ukraine,,
Укравтодор,Ukravtodor,,,,Ukravtodor,,
Сухолуччя,Sukholuchye,,,,Sukholucha,,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТРАВІА""","SOCIETY WITH LIMITED LIABILITY ""CENTRALIA""",,,,"LIMITED LIABILITY COMPANY ""CENTRAVIA""",,
"ТОВ ""ЦЕНТРАВІА""","LLC ""CENTRALIA""",,,,"LLC ""CENTRAVIA""",,
"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ТОВАРИСТВО МИСЛИВЦІВ ТА РИБАЛОК ""КЕДР""","PUBLIC ORGANIZATION ""SOCIETY of HUNTERS AND FISHERMEN ""CEDAR""",,,,"NON-GOVERNMENTAL ORGANIZATION ""SOCIETY of HUNTERS AND FISHERMEN ""CEDAR""","NON-GOVERNMENTAL ORGANIZATION ""TOVARYSTVO MYSLYVTSIV I RYBALOK ""KEDR""",
"ГО ""КЕДР""","OO ""CEDAR""",,,,"NGO """"CEDAR""","NGO ""KEDR""",
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АЕРО ХОЛДІНГС""","THE LIMITED LIABILITY COMPANY ""AERO HOLDINGS""",,,,"LIMITED LIABILITY COMPANY ""AERO HOLDINGS""",,
"ТОВ ""АЕРО ХОЛДІНГС""","LLC ""AERO HOLDINGS""",,,,"""AERO HOLDINGS"" LLC",,
Leolita trading Ltd,Leolita trading Ltd,,,,Leolita trading Ltd,,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРКИЇВРЕСУРС""","SOCIETY WITH LIMITED LIABILITY ""UKRAVIARESURS""",,,,"LIMITED LIABILITY COMPANY ""UKRAVIARESURS""",,
"ТОВ ""УКРКИЇВРЕСУРС""","LLC ""UKRAVIARESURS""",,,,"LLC ""UKRKYIVRESURS""",,
BPT Express Ltd,BPT Express Ltd,,,,BPT Express Ltd,,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НОРД-2007""","THE LIMITED LIABILITY COMPANY ""NORD-2007""",,,,"LIMITED LIABILITY COMPANY ""NORD-2007""",,
"ТОВ ""НОРД-2007""","LLC ""NORD-2007""",,,,"""NORD-2007"" LLC ",,
Політична партія «Партія Козаків України»,"Political party ""the Party of Cossacks of Ukraine""",,,,"Political party ""Party of Cossacks of Ukraine""",,
Політична партія «Козацька Українська Партія»,"Political party ""Ukrainian Cossack Party""",,,,"Political party ""Ukrainian Cossack Party""",,
Політична партія «Україна Майбутнього»,"Political party ""Ukraine of the Future""",,,,"Political party ""Ukraine of the Future""",,
ПОЛІТИЧНА ПАРТІЯ «БЛОК ЛІВИХ СИЛ УКРАЇНИ»,"POLITICAL PARTY ""BLOCK of THE LEFT FORCES of UKRAINE""",,,,"POLITICAL PARTY ""BLOCK of THE LEFT FORCES of UKRAINE""",,
Всеукраїнська козацька партія,Ukrainian Cossack party,,,,All-Ukrainian Cossack party,,
Політична партія «РУСИЧИ»,"Political party ""RUSICHI""",,,,"Political Party ""RUSICHI""",,
Політична партія «ДІТИ ВІЙНИ «НАРОДНА ПАРТІЯ УКРАЇНИ»,"Political party ""CHILDREN of WAR ""the people's PARTY of UKRAINE""",,,,"Political Party ""Children of War ""The people's Party of Ukraine""",,
Політична партія «Всеукраїнська партія «Дітей війни»,"Political party ""all-Ukrainian party ""Children of war""",,,,"Political Party ""All-Ukrainian Party ""Children of war""",,
Політична партія «Рідне місто»,"Political party ""Hometown""",,,,"Political Party ""Hometown""","Political Party ""Native city""","Political Party ""Ridne Misto"""
"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ХАРКІВСЬКИЙ ЕЛЕКТРОТЕХНІЧНИЙ ЗАВОД ""ТРАНСЗВ'ЯЗОК""","PRIVATE JOINT STOCK COMPANY ""KHARKOV ELECTRICAL ENGINEERING PLANT ""TRANSVAAL""",,,,"PRIVATE JOINT STOCK COMPANY ""KHARKOV ELECTRICAL ENGINEERING PLANT ""TRANSZVYAZOK""",,
ПОЛІТИЧНА ПАРТІЯ «НАШ ДІМ»,"POLITICAL PARTY ""OUR HOUSE""",,,,"POLITICAL PARTY ""OUR HOME""",,
Політична партія «Партія сильної влади»,"Political party ""the Party of strong government""",,,,"Political Party ""the Party of Strong Government""",,
Політична партія «Справедлива країна»,"Political party ""a Fair country""",,,,"Political party ""Fair Country""",,
Політична партія «Партія місцевого самоврядування»,"Political party ""the Party of local government""",,,,"Political party  Party of Local Government""",,
Політична партія «Праведність»,"Political party ""Righteousness""",,,,"Political party ""Righteousness""",,
Політична партія «Вся Україна»,Political party.,,,,"Political party ""Entire Ukraine""","Political party ""All Ukraine""",
Політична партія «Захист»,"Political party ""Protection""",,,,"Political Party ""Protection""","Political Party ""Zakhyst""",
Політична Партія «Опозиційний блок»,"Political Party ""Opposition bloc""",,,,"Political Party ""Opposition Bloc""",,
Політична партія «Твоя Україна»,"Political party ""Your Ukraine""",,,,"Political party ""Your Ukraine""",,
Політична партія «Народна сила»,"Political party ""people's power""",,,,"Political party ""People's Power""",,
Політична партія «Демократичний альянс»,"Political party ""Democratic Alliance""",,,,"Political party ""Democratic Alliance""",,
Політична партія «Партія українського народу»,"Political party ""the Party of the Ukrainian people""",,,,"Political party ""Party of the Ukrainian people""",,
Політична партія «Народний парламент»,"Political party ""people's Parliament""",,,,"Political party ""People's Parliament""",,
Політична партія «Духовна Україна»,"Political party ""Spiritual Ukraine""",,,,"Political Party ""Spiritual Ukraine""",,
Політична партія «Робітнича партія України»,"Political party ""labour party of Ukraine""",,,,"Political party ""Labour Party of Ukraine""",,
Політична партія «ВЛАСНА СИЛА»,"Political party ""OWN POWER""",,,,"Political Party ""Own Power""",,
Політична партія «Нові обличчя»,"Political party ""New faces""",,,,"Political party ""New Faces""",,
Робітнича партія України (марксистсько-ленінська),The working party of Ukraine (Marxist-Leninist),,,,The Working party of Ukraine (Marxist-Leninist),,
Політична партія «Нова держава»,"Political party ""New power""",,,,"Political party ""New power""","Political party ""Nova Derzhava""",
Політична партія «За краще життя»,"Political party ""For better life""",,,,"Political party ""For Better Life""",,
Політична партія «Республіканців»,"Political party ""the Republicans""",,,,"Political party ""Republicans""",,
Політична партія «Самопоміч»,Political party Samopomich,,,,Political party Samopomich,"Political party ""Self Reliance""",
Політична партія «Об’єднання «САМОПОМІЧ»,"Political party ""Union ""SELF-help""",,,,"Political party ""Union ""Samopomich""","Political party ""Union ""Self Reliance""",
ПОЛІТИЧНА ПАРТІЯ «ІНТЕРНАЦІОНАЛЬНА»,"POLITICAL PARTY ""INTERNATIONAL""",,,,"Political Party ""International""",,
Політична партія «Партія Народна Платформа»,"Political party ""people's Party Platform""",,,,"Political party ""People's Party Platform""",,
"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ РАДІО І ТЕЛЕБАЧЕННЯ""","State ENTERPRISE ""UKRAINIAN SCIENTIFIC-RESEARCH INSTITUTE of RADIO AND TELEVISION""",,,,"State ENTERPRISE ""UKRAINIAN SCIENTIFIC-RESEARCH INSTITUTE of RADIO AND TELEVISION""",,
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ХАРКІВСЬКИЙ МЕТРОПОЛІТЕН""","MUNICIPAL ENTERPRISE ""KHARKIV METRO""",,,,"MUNICIPAL ENTERPRISE ""KHARKIV METRO""",,
Політична партія «Народна воля»,"Political party ""people's will""",,,,"Political Party ""People's Will""","Political Party ""Narodna Volia""",
Політична Партія «САМОВРЯДНА УКРАЇНСЬКА ДЕРЖАВА»,"Political Party ""self-governing UKRAINIAN State""",,,,"Political Party ""Self-governing Ukrainian State""",,
Політична партія «Партія захисту прав людини»,"Political party ""the Party of protection of human rights""",,,,"Political party ""Party of Protection of Human Rights""",,
"Державне підприємство ""Український науково-дослідний інститут зв'язку""","State enterprise ""Ukrainian scientific-research Institute of communication""",,,,"State Enterprise ""Ukrainian Scientific-Research Institute of communication""",,
